transaction_id,amount,location,device,payment_method,hour,avg_amount,amount_ratio,new_device,location_change,transactions_last_10min,is_fraud,created_at
TXN10680,19691.76,London,Unknown Web Client,Credit Card,22,3500.0,5.63,1,1,2,1,2026-08-17 22:31:29
TXN10681,15338.25,Mumbai,Android Device,UPI,15,12000.0,1.28,1,0,9,1,2026-08-17 15:38:06
TXN10682,14553.9,Bangalore,Samsung S24,Credit Card,12,8000.0,1.82,0,0,1,0,2026-08-17 12:13:45
TXN10683,10393.57,Bangalore,Safari macOS,Credit Card,8,8000.0,1.3,0,0,1,0,2026-08-17 08:03:38
TXN10684,1139.71,Singapore,iPhone 15,UPI,7,5000.0,0.23,0,1,8,1,2026-08-17 07:00:21
TXN10685,1467.02,Hyderabad,Safari macOS,Net Banking,10,1500.0,0.98,0,0,1,0,2026-08-17 10:32:06
TXN10686,13421.99,Mumbai,iPhone 15,UPI,13,12000.0,1.12,0,0,2,0,2026-08-17 13:22:20
TXN10687,34212.86,Chennai,Android Device,Net Banking,0,12000.0,2.85,1,1,7,1,2026-08-17 00:42:52
TXN10688,2231.26,Hyderabad,Samsung S24,Net Banking,13,3500.0,0.64,0,0,3,0,2026-08-17 13:16:06
TXN10689,31919.19,Delhi,iPhone 15,Debit Card,11,12000.0,2.66,0,0,2,0,2026-08-17 11:21:01
TXN10690,12636.57,Delhi,Samsung S24,Credit Card,7,12000.0,1.05,0,0,1,0,2026-08-17 07:39:05
TXN10691,5223.65,Pune,Safari macOS,Net Banking,11,5000.0,1.04,0,0,1,0,2026-08-17 11:47:56
TXN10692,4678.93,Mumbai,Chrome Windows,UPI,8,3500.0,1.34,0,0,1,0,2026-08-17 08:21:15
TXN10693,14545.92,Hyderabad,iPhone 15,Credit Card,2,12000.0,1.21,0,0,2,0,2026-08-17 02:55:31
TXN10694,1640.53,Mumbai,Samsung S24,Debit Card,11,1500.0,1.09,0,0,1,0,2026-08-17 11:32:05
TXN10695,2551.22,Pune,Safari macOS,Net Banking,13,3500.0,0.73,0,0,1,0,2026-08-17 13:40:12
TXN10696,6037.71,Pune,Safari macOS,Debit Card,18,5000.0,1.21,0,0,3,0,2026-08-17 18:48:09
TXN10697,50432.69,Kolkata,Safari macOS,Debit Card,2,5000.0,10.09,0,1,3,1,2026-08-17 02:29:19
TXN10698,16983.65,Mumbai,iPhone 15,Net Banking,9,8000.0,2.12,0,0,1,0,2026-08-17 09:00:55
TXN10699,8564.33,Hyderabad,iPhone 15,UPI,18,5000.0,1.71,0,0,1,0,2026-08-17 18:24:59
TXN10700,9456.6,Delhi,Safari macOS,UPI,4,5000.0,1.89,0,0,2,0,2026-08-17 04:47:15
TXN10701,2852.73,Mumbai,Chrome Windows,UPI,7,3500.0,0.82,0,0,1,0,2026-08-17 07:15:38
TXN10702,9241.15,Delhi,Unknown Web Client,Debit Card,2,1500.0,6.16,1,0,2,1,2026-08-17 02:44:19
TXN10703,8077.36,Bangalore,Samsung S24,Debit Card,9,12000.0,0.67,0,0,2,0,2026-08-17 09:59:47
TXN10704,1426.4,New York,Unknown Web Client,UPI,6,1500.0,0.95,1,1,2,0,2026-08-17 06:46:27
TXN10705,2556.35,Mumbai,Samsung S24,UPI,13,2500.0,1.02,0,0,1,0,2026-08-17 13:12:03
TXN10706,3872.76,Mumbai,iPhone 15,Debit Card,20,2500.0,1.55,0,0,1,0,2026-08-17 20:18:05
TXN10707,6646.92,Hyderabad,iPhone 15,Credit Card,14,1500.0,4.43,0,0,1,0,2026-08-17 14:06:13
TXN10708,14750.27,Bangalore,Chrome Windows,Net Banking,3,8000.0,1.84,0,0,2,0,2026-08-17 03:43:56
TXN10709,2346.88,Chennai,iPhone 15,Debit Card,19,2500.0,0.94,0,1,2,0,2026-08-17 19:29:55
TXN10710,2107.58,Pune,Safari macOS,UPI,10,2500.0,0.84,0,0,1,0,2026-08-17 10:32:26
TXN10711,41289.87,Pune,Unknown Web Client,UPI,0,12000.0,3.44,1,1,9,1,2026-08-17 00:43:28
TXN10712,3335.41,Hyderabad,Safari macOS,UPI,9,5000.0,0.67,0,0,3,0,2026-08-17 09:18:38
TXN10713,4126.79,Pune,Safari macOS,Debit Card,8,8000.0,0.52,0,0,1,0,2026-08-17 08:10:57
TXN10714,6949.75,Hyderabad,Samsung S24,Net Banking,14,5000.0,1.39,0,0,1,0,2026-08-17 14:59:59
TXN10715,3604.17,Pune,Safari macOS,Net Banking,15,3500.0,1.03,0,0,1,0,2026-08-17 15:05:50
TXN10716,4775.3,Pune,Safari macOS,UPI,9,8000.0,0.6,0,0,2,0,2026-08-17 09:51:14
TXN10717,2084.92,Hyderabad,Chrome Windows,Net Banking,9,3500.0,0.6,0,0,1,0,2026-08-17 09:08:54
TXN10718,6994.52,Bangalore,Chrome Windows,UPI,16,8000.0,0.87,0,0,2,0,2026-08-17 16:51:43
TXN10719,15596.56,Bangalore,Samsung S24,Debit Card,10,8000.0,1.95,0,0,3,0,2026-08-17 10:31:43
TXN10720,3154.8,Pune,Safari macOS,UPI,8,3500.0,0.9,0,0,1,0,2026-08-17 08:40:53
TXN10721,6577.47,Mumbai,iPhone 15,UPI,23,12000.0,0.55,0,0,1,0,2026-08-17 23:59:55
TXN10722,10876.55,Delhi,Chrome Windows,Debit Card,12,12000.0,0.91,0,0,2,0,2026-08-17 12:48:25
TXN10723,68307.06,London,Unknown Web Client,Net Banking,2,12000.0,5.69,1,1,9,1,2026-08-17 02:06:08
TXN10724,7173.2,Pune,Samsung S24,Debit Card,8,8000.0,0.9,0,0,3,0,2026-08-17 08:28:44
TXN10725,850.05,Kolkata,Safari macOS,UPI,13,2500.0,0.34,0,1,1,0,2026-08-17 13:27:43
TXN10726,1467.77,Kolkata,Safari macOS,Credit Card,22,1500.0,0.98,0,1,2,0,2026-08-17 22:15:02
TXN10727,4558.82,Delhi,Chrome Windows,Debit Card,12,5000.0,0.91,0,0,1,0,2026-08-17 12:40:41
TXN10728,8258.16,Pune,Safari macOS,Credit Card,10,1500.0,5.51,0,0,1,0,2026-08-17 10:17:44
TXN10729,5237.65,Pune,Samsung S24,Credit Card,20,2500.0,2.1,0,0,2,0,2026-08-17 20:25:52
TXN10730,12554.35,Mumbai,iPhone 15,UPI,22,8000.0,1.57,0,0,1,0,2026-08-17 22:11:55
TXN10731,12576.32,Chennai,Android Device,Net Banking,0,5000.0,2.52,1,1,4,1,2026-08-17 00:05:35
TXN10732,1347.04,Hyderabad,Samsung S24,Net Banking,10,1500.0,0.9,0,0,1,0,2026-08-17 10:19:02
TXN10733,3211.79,Pune,Samsung S24,Credit Card,22,5000.0,0.64,0,0,2,0,2026-08-17 22:44:06
TXN10734,6998.07,Bangalore,Samsung S24,Debit Card,13,2500.0,2.8,0,0,1,0,2026-08-17 13:46:39
TXN10735,19651.24,Singapore,Unknown Web Client,Debit Card,3,3500.0,5.61,1,1,9,1,2026-08-18 03:05:16
TXN10736,2559.93,Pune,Samsung S24,UPI,9,2500.0,1.02,0,0,1,0,2026-08-18 09:26:52
TXN10737,5027.94,Delhi,iPhone 15,Credit Card,14,5000.0,1.01,0,0,1,0,2026-08-18 14:21:40
TXN10738,3466.39,Mumbai,Safari macOS,Credit Card,11,3500.0,0.99,0,0,1,0,2026-08-18 11:06:50
TXN10739,12989.49,Pune,iPhone 15,UPI,22,12000.0,1.08,0,0,1,0,2026-08-18 22:57:03
TXN10740,4719.46,Mumbai,Samsung S24,Net Banking,19,5000.0,0.94,0,0,1,0,2026-08-18 19:09:24
TXN10741,56554.33,Singapore,Unknown Web Client,Net Banking,5,12000.0,4.71,1,1,5,1,2026-08-18 05:11:28
TXN10742,6359.67,Hyderabad,Chrome Windows,Net Banking,20,8000.0,0.79,0,0,1,0,2026-08-18 20:26:49
TXN10743,9642.33,Bangalore,Safari macOS,Credit Card,14,12000.0,0.8,0,0,1,0,2026-08-18 14:51:55
TXN10744,4934.92,Pune,Samsung S24,Credit Card,11,5000.0,0.99,0,0,1,0,2026-08-18 11:58:53
TXN10745,9655.59,Mumbai,Samsung S24,Net Banking,18,12000.0,0.8,0,0,1,0,2026-08-18 18:11:04
TXN10746,6015.28,Bangalore,Samsung S24,Credit Card,8,8000.0,0.75,0,0,2,0,2026-08-18 08:53:34
TXN10747,5217.46,Bangalore,Android Device,Debit Card,13,5000.0,1.04,1,0,2,0,2026-08-18 13:59:29
TXN10748,8654.2,Pune,Unknown Web Client,UPI,10,1500.0,5.77,1,1,8,1,2026-08-18 10:56:46
TXN10749,1354.56,Delhi,iPhone 15,Net Banking,22,1500.0,0.9,0,0,1,0,2026-08-18 22:09:49
TXN10750,9125.16,Delhi,Safari macOS,Net Banking,18,5000.0,1.83,0,0,1,0,2026-08-18 18:10:08
TXN10751,519.48,Bangalore,iPhone 15,UPI,13,1500.0,0.35,0,0,1,0,2026-08-18 13:10:42
TXN10752,18569.29,Delhi,Safari macOS,Credit Card,0,12000.0,1.55,0,0,1,0,2026-08-18 00:08:07
TXN10753,4115.35,Pune,iPhone 15,Net Banking,7,2500.0,1.65,0,0,2,0,2026-08-18 07:27:30
TXN10754,654.5,Hyderabad,Chrome Windows,Debit Card,14,1500.0,0.44,0,0,1,0,2026-08-18 14:44:15
TXN10755,10462.86,Pune,Samsung S24,UPI,10,12000.0,0.87,0,0,1,0,2026-08-18 10:14:07
TXN10756,3016.77,Delhi,Safari macOS,UPI,1,3500.0,0.86,0,0,1,0,2026-08-18 01:33:19
TXN10757,2847.48,Bangalore,Safari macOS,Credit Card,20,5000.0,0.57,0,0,1,0,2026-08-18 20:15:20
TXN10758,1098.93,Bangalore,Safari macOS,Net Banking,17,1500.0,0.73,0,0,1,0,2026-08-18 17:23:21
TXN10759,7695.81,Pune,Chrome Windows,Net Banking,11,12000.0,0.64,0,0,2,0,2026-08-18 11:15:41
TXN10760,10077.91,Mumbai,Samsung S24,Credit Card,10,5000.0,2.02,0,0,1,0,2026-08-18 10:45:28
TXN10761,50967.94,New York,Android Device,UPI,9,8000.0,6.37,1,1,11,1,2026-08-18 09:34:46
TXN10762,23522.63,Pune,Unknown Web Client,Debit Card,3,2500.0,9.41,1,1,2,1,2026-08-18 03:04:30
TXN10763,11631.45,Pune,iPhone 15,UPI,12,8000.0,1.45,0,0,1,0,2026-08-18 12:50:44
TXN10764,8314.99,Delhi,Safari macOS,UPI,9,5000.0,1.66,0,0,2,0,2026-08-18 09:38:17
TXN10765,3336.62,Pune,Chrome Windows,UPI,7,2500.0,1.33,0,0,3,0,2026-08-18 07:19:54
TXN10766,2228.08,Mumbai,Chrome Windows,Net Banking,12,3500.0,0.64,0,0,1,0,2026-08-18 12:59:08
TXN10767,7074.17,Pune,Chrome Windows,Net Banking,14,1500.0,4.72,0,0,1,0,2026-08-18 14:20:05
TXN10768,6081.11,Kolkata,Chrome Windows,Credit Card,16,5000.0,1.22,0,1,1,0,2026-08-18 16:11:16
TXN10769,4906.65,Mumbai,Chrome Windows,Debit Card,19,8000.0,0.61,0,0,1,0,2026-08-18 19:17:13
TXN10770,3325.07,Delhi,Samsung S24,UPI,20,2500.0,1.33,0,0,1,0,2026-08-18 20:52:55
TXN10771,4541.73,Dubai,Samsung S24,Credit Card,12,5000.0,0.91,0,1,1,0,2026-08-18 12:04:09
TXN10772,4303.85,Delhi,Safari macOS,Credit Card,19,5000.0,0.86,0,0,1,0,2026-08-18 19:01:07
TXN10773,15947.32,Pune,iPhone 15,Credit Card,11,12000.0,1.33,0,0,1,0,2026-08-18 11:50:00
TXN10774,4180.66,Bangalore,Chrome Windows,UPI,9,3500.0,1.19,0,0,3,0,2026-08-18 09:30:09
TXN10775,29907.62,New York,Android Device,Net Banking,5,12000.0,2.49,1,1,8,1,2026-08-18 05:06:34
TXN10776,4327.77,Bangalore,Android Device,Debit Card,14,5000.0,0.87,1,0,1,0,2026-08-18 14:58:56
TXN10777,19079.96,Bangalore,Chrome Windows,Net Banking,10,12000.0,1.59,0,0,1,0,2026-08-18 10:04:39
TXN10778,973.4,Mumbai,Chrome Windows,Net Banking,11,1500.0,0.65,0,0,1,0,2026-08-18 11:39:52
TXN10779,1919.07,Mumbai,Samsung S24,Debit Card,22,1500.0,1.28,0,0,1,0,2026-08-18 22:20:09
TXN10780,6338.73,Bangalore,Samsung S24,Debit Card,10,5000.0,1.27,0,0,1,0,2026-08-18 10:11:49
TXN10781,4417.7,Mumbai,Safari macOS,Debit Card,20,5000.0,0.88,0,0,1,0,2026-08-18 20:26:35
TXN10782,5696.72,Mumbai,iPhone 15,Credit Card,14,5000.0,1.14,0,0,2,0,2026-08-18 14:15:23
TXN10783,909.39,Bangalore,Samsung S24,UPI,22,1500.0,0.61,0,0,1,0,2026-08-18 22:18:29
TXN10784,11577.37,Hyderabad,Samsung S24,Credit Card,5,8000.0,1.45,0,0,1,0,2026-08-18 05:24:46
TXN10785,4643.54,Singapore,Samsung S24,Credit Card,10,5000.0,0.93,0,1,1,0,2026-08-18 10:05:15
TXN10786,5736.75,London,Chrome Windows,Net Banking,23,5000.0,1.15,0,1,7,1,2026-08-18 23:30:26
TXN10787,9735.87,Kolkata,Samsung S24,Debit Card,16,12000.0,0.81,0,1,1,0,2026-08-18 16:00:25
TXN10788,7606.79,Mumbai,Chrome Windows,Debit Card,15,5000.0,1.52,0,0,1,0,2026-08-18 15:05:33
TXN10789,1886.18,Pune,iPhone 15,Debit Card,19,2500.0,0.75,0,0,1,0,2026-08-18 19:52:44
TXN10790,6831.35,Hyderabad,iPhone 15,Net Banking,19,12000.0,0.57,0,0,2,0,2026-08-18 19:04:23
TXN10791,403.79,Bangalore,Samsung S24,Credit Card,6,3500.0,0.12,0,0,14,1,2026-08-18 06:35:12
TXN10792,804.78,Hyderabad,Chrome Windows,Net Banking,23,1500.0,0.54,0,0,1,0,2026-08-18 23:00:22
TXN10793,10194.47,Pune,iPhone 15,UPI,19,8000.0,1.27,0,0,1,0,2026-08-18 19:32:51
TXN10794,48883.09,Pune,iPhone 15,UPI,2,5000.0,9.78,0,1,1,1,2026-08-18 02:45:14
TXN10795,7190.31,Mumbai,Chrome Windows,Debit Card,12,12000.0,0.6,0,0,2,0,2026-08-18 12:18:23
TXN10796,107619.67,Delhi,iPhone 15,UPI,1,12000.0,8.97,0,0,1,1,2026-08-18 01:51:00
TXN10797,7061.66,Mumbai,iPhone 15,Net Banking,9,3500.0,2.02,0,0,1,0,2026-08-18 09:17:36
TXN10798,652.26,Delhi,Samsung S24,Debit Card,21,1500.0,0.43,0,0,1,0,2026-08-18 21:07:36
TXN10799,30055.74,Bangalore,Unknown Web Client,Debit Card,4,3500.0,8.59,1,0,2,1,2026-08-18 04:05:43
TXN10800,6898.79,Pune,iPhone 15,Credit Card,8,3500.0,1.97,0,0,1,0,2026-08-18 08:09:54
TXN10801,2720.18,Delhi,Safari macOS,UPI,9,2500.0,1.09,0,0,1,0,2026-08-18 09:06:05
TXN10802,4810.27,Dubai,Samsung S24,Debit Card,13,5000.0,0.96,0,1,2,0,2026-08-18 13:44:47
TXN10803,4020.76,Hyderabad,Safari macOS,Net Banking,11,5000.0,0.8,0,0,1,0,2026-08-18 11:03:59
TXN10804,5865.53,Mumbai,iPhone 15,Net Banking,13,5000.0,1.17,0,0,2,0,2026-08-18 13:09:04
TXN10805,3447.71,Hyderabad,iPhone 15,Debit Card,21,3500.0,0.99,0,0,1,0,2026-08-18 21:57:57
TXN10806,5441.66,Delhi,Chrome Windows,Debit Card,18,3500.0,1.55,0,0,1,0,2026-08-18 18:58:44
TXN10807,8374.01,Bangalore,iPhone 15,Debit Card,13,8000.0,1.05,0,0,1,0,2026-08-18 13:09:57
TXN10808,5309.82,Hyderabad,Safari macOS,UPI,10,5000.0,1.06,0,0,1,0,2026-08-18 10:53:54
TXN10809,10375.65,Pune,Android Device,UPI,0,12000.0,0.86,1,0,1,0,2026-08-18 00:38:24
TXN10810,2443.7,Pune,iPhone 15,Debit Card,23,2500.0,0.98,0,0,1,0,2026-08-18 23:44:31
TXN10811,3958.57,Delhi,Safari macOS,UPI,20,3500.0,1.13,0,0,1,0,2026-08-18 20:23:11
TXN10812,2522.8,Hyderabad,iPhone 15,Debit Card,20,5000.0,0.5,0,0,1,0,2026-08-18 20:41:01
TXN10813,6998.06,Delhi,Samsung S24,Debit Card,10,12000.0,0.58,0,0,1,0,2026-08-18 10:14:49
TXN10814,2019.34,Delhi,iPhone 15,UPI,22,1500.0,1.35,0,0,3,0,2026-08-18 22:23:50
TXN10815,3747.58,Hyderabad,Safari macOS,Credit Card,15,3500.0,1.07,0,0,2,0,2026-08-18 15:02:00
TXN10816,3251.67,Delhi,Samsung S24,Debit Card,17,3500.0,0.93,0,0,2,0,2026-08-18 17:39:41
TXN10817,8059.21,Delhi,Samsung S24,UPI,19,8000.0,1.01,0,0,2,0,2026-08-18 19:06:45
TXN10818,13789.94,Mumbai,Chrome Windows,Credit Card,19,12000.0,1.15,0,0,1,0,2026-08-18 19:13:05
TXN10819,11306.82,Hyderabad,Unknown Web Client,UPI,0,1500.0,7.54,1,0,10,1,2026-08-18 00:01:47
TXN10820,9669.75,Pune,Samsung S24,Debit Card,18,12000.0,0.81,0,0,1,0,2026-08-18 18:46:49
TXN10821,8789.74,Pune,iPhone 15,Net Banking,9,12000.0,0.73,0,0,1,0,2026-08-18 09:06:09
TXN10822,2703.72,Delhi,iPhone 15,Debit Card,22,2500.0,1.08,0,0,1,0,2026-08-18 22:26:04
TXN10823,1014.22,Mumbai,Chrome Windows,UPI,20,1500.0,0.68,0,0,3,0,2026-08-18 20:00:57
TXN10824,14128.69,Pune,iPhone 15,Net Banking,8,12000.0,1.18,0,0,2,0,2026-08-18 08:10:33
TXN10825,1265.23,Hyderabad,Samsung S24,UPI,7,2500.0,0.51,0,0,1,0,2026-08-18 07:01:20
TXN10826,18111.89,Pune,Chrome Windows,Debit Card,11,12000.0,1.51,0,0,1,0,2026-08-18 11:29:47
TXN10827,6040.44,Hyderabad,Chrome Windows,UPI,15,5000.0,1.21,0,0,1,0,2026-08-18 15:10:50
TXN10828,5539.2,Pune,Safari macOS,Net Banking,21,5000.0,1.11,0,0,2,0,2026-08-18 21:27:12
TXN10829,17778.38,Singapore,Chrome Windows,Credit Card,21,12000.0,1.48,0,1,1,0,2026-08-18 21:25:01
TXN10830,6813.82,Singapore,iPhone 15,Credit Card,12,3500.0,1.95,0,1,2,0,2026-08-18 12:00:20
TXN10831,3751.06,Mumbai,Samsung S24,Net Banking,17,2500.0,1.5,0,0,2,0,2026-08-18 17:06:35
TXN10832,5746.3,Hyderabad,Safari macOS,Net Banking,20,12000.0,0.48,0,0,2,0,2026-08-18 20:31:02
TXN10833,899.1,Pune,iPhone 15,Net Banking,17,1500.0,0.6,0,0,1,0,2026-08-18 17:58:29
TXN10834,3894.29,Dubai,Chrome Windows,Net Banking,8,5000.0,0.78,0,1,3,0,2026-08-18 08:17:20
TXN10835,8083.93,Hyderabad,Chrome Windows,Credit Card,22,8000.0,1.01,0,0,3,0,2026-08-18 22:39:06
TXN10836,1845.09,Mumbai,Chrome Windows,Credit Card,17,1500.0,1.23,0,0,1,0,2026-08-18 17:52:57
TXN10837,1122.06,Pune,Safari macOS,UPI,8,1500.0,0.75,0,0,1,0,2026-08-18 08:17:44
TXN10838,8620.54,Hyderabad,Samsung S24,Debit Card,11,8000.0,1.08,0,0,2,0,2026-08-18 11:36:30
TXN10839,2587.29,Bangalore,Samsung S24,UPI,22,3500.0,0.74,0,0,1,0,2026-08-18 22:42:41
TXN10840,1174.52,Mumbai,Safari macOS,UPI,23,1500.0,0.78,0,0,3,0,2026-08-18 23:06:21
TXN10841,4557.51,Pune,iPhone 15,UPI,17,8000.0,0.57,0,0,3,0,2026-08-18 17:58:08
TXN10842,3456.11,Bangalore,iPhone 15,Credit Card,2,5000.0,0.69,0,0,1,0,2026-08-18 02:09:29
TXN10843,1455.89,Chennai,iPhone 15,UPI,21,2500.0,0.58,0,1,3,0,2026-08-18 21:22:27
TXN10844,5414.56,Delhi,Safari macOS,UPI,17,8000.0,0.68,0,0,1,0,2026-08-18 17:12:18
TXN10845,12193.44,Hyderabad,Samsung S24,Credit Card,22,8000.0,1.52,0,0,1,0,2026-08-18 22:07:03
TXN10846,1710.06,Hyderabad,Samsung S24,Net Banking,10,2500.0,0.68,0,0,2,0,2026-08-18 10:46:52
TXN10847,7165.25,Hyderabad,Samsung S24,Debit Card,18,2500.0,2.87,0,0,1,0,2026-08-18 18:32:58
TXN10848,14617.71,Mumbai,iPhone 15,Debit Card,17,12000.0,1.22,0,0,2,0,2026-08-18 17:42:30
TXN10849,2691.84,Delhi,iPhone 15,UPI,0,2500.0,1.08,0,0,1,0,2026-08-18 00:31:55
TXN10850,1064.09,Hyderabad,iPhone 15,Net Banking,16,1500.0,0.71,0,0,1,0,2026-08-18 16:19:51
TXN10851,56810.31,Bangalore,Safari macOS,Credit Card,15,12000.0,4.73,0,0,1,0,2026-08-18 15:07:17
TXN10852,3971.65,New York,iPhone 15,Debit Card,11,5000.0,0.79,0,1,2,0,2026-08-18 11:12:58
TXN10853,3675.05,Bangalore,Chrome Windows,Debit Card,21,3500.0,1.05,0,0,1,0,2026-08-18 21:25:37
TXN10854,9745.41,Delhi,Chrome Windows,Credit Card,8,3500.0,2.78,0,0,1,0,2026-08-18 08:18:07
TXN10855,11547.66,Bangalore,iPhone 15,Credit Card,11,12000.0,0.96,0,0,1,0,2026-08-18 11:51:18
TXN10856,3959.03,Hyderabad,iPhone 15,Net Banking,10,2500.0,1.58,0,0,2,0,2026-08-18 10:16:08
TXN10857,6038.59,Mumbai,Safari macOS,Credit Card,11,8000.0,0.75,0,0,1,0,2026-08-18 11:37:58
TXN10858,1479.15,Hyderabad,Chrome Windows,Net Banking,18,1500.0,0.99,0,0,2,0,2026-08-18 18:58:19
TXN10859,10152.89,Delhi,Samsung S24,Credit Card,17,5000.0,2.03,0,0,1,0,2026-08-18 17:19:19
TXN10860,9338.26,Pune,Safari macOS,Net Banking,12,12000.0,0.78,0,0,2,0,2026-08-18 12:44:20
TXN10861,10323.44,Delhi,iPhone 15,Net Banking,20,5000.0,2.06,0,0,1,0,2026-08-18 20:48:08
TXN10862,10617.91,Delhi,Samsung S24,Credit Card,11,8000.0,1.33,0,0,1,0,2026-08-18 11:25:42
TXN10863,6388.21,Hyderabad,Chrome Windows,Net Banking,8,8000.0,0.8,0,0,1,0,2026-08-18 08:36:30
TXN10864,1931.75,Mumbai,Chrome Windows,Credit Card,8,1500.0,1.29,0,0,3,0,2026-08-18 08:40:19
TXN10865,11804.29,Mumbai,Samsung S24,Credit Card,10,8000.0,1.48,0,0,1,0,2026-08-18 10:06:30
TXN10866,6411.94,Pune,Chrome Windows,Debit Card,10,5000.0,1.28,0,0,1,0,2026-08-18 10:52:39
TXN10867,4268.88,Pune,Samsung S24,Net Banking,11,8000.0,0.53,0,0,1,0,2026-08-18 11:30:30
TXN10868,1121.44,Hyderabad,Safari macOS,Debit Card,6,1500.0,0.75,0,0,2,0,2026-08-18 06:26:52
TXN10869,3170.08,Bangalore,Android Device,Debit Card,19,3500.0,0.91,1,0,3,0,2026-08-18 19:29:56
TXN10870,2426.66,Mumbai,Samsung S24,Net Banking,13,2500.0,0.97,0,0,2,0,2026-08-18 13:22:41
TXN10871,3204.51,Dubai,Samsung S24,Net Banking,16,2500.0,1.28,0,1,3,0,2026-08-18 16:36:45
TXN10872,3757.84,Mumbai,Samsung S24,Credit Card,18,3500.0,1.07,0,0,1,0,2026-08-18 18:06:42
TXN10873,7034.09,Mumbai,Safari macOS,Credit Card,14,12000.0,0.59,0,0,1,0,2026-08-18 14:48:26
TXN10874,22294.77,Kolkata,Android Device,Net Banking,1,3500.0,6.37,1,1,1,1,2026-08-18 01:59:11
TXN10875,5821.26,Mumbai,Safari macOS,UPI,13,5000.0,1.16,0,0,1,0,2026-08-18 13:52:33
TXN10876,13147.59,Pune,Unknown Web Client,Credit Card,6,1500.0,8.77,1,1,1,1,2026-08-18 06:49:26
TXN10877,15319.72,Bangalore,Samsung S24,Debit Card,22,12000.0,1.28,0,0,3,0,2026-08-18 22:51:04
TXN10878,6254.83,Mumbai,iPhone 15,Net Banking,9,5000.0,1.25,0,0,1,0,2026-08-18 09:38:34
TXN10879,12010.67,New York,Android Device,UPI,3,3500.0,3.43,1,1,9,1,2026-08-18 03:18:04
TXN10880,12326.53,Bangalore,iPhone 15,Debit Card,19,8000.0,1.54,0,0,1,0,2026-08-18 19:02:21
TXN10881,4885.79,Hyderabad,Samsung S24,Credit Card,8,3500.0,1.4,0,0,2,0,2026-08-18 08:31:04
TXN10882,1802.43,Hyderabad,iPhone 15,UPI,9,1500.0,1.2,0,0,1,0,2026-08-18 09:02:31
TXN10883,4861.62,Dubai,Android Device,Credit Card,14,5000.0,0.97,1,1,1,0,2026-08-18 14:35:30
TXN10884,2572.95,Pune,Chrome Windows,Net Banking,20,5000.0,0.51,0,0,1,0,2026-08-18 20:22:12
TXN10885,1781.24,Hyderabad,Samsung S24,Credit Card,9,1500.0,1.19,0,0,1,0,2026-08-18 09:52:03
TXN10886,4716.91,Mumbai,Unknown Web Client,Debit Card,10,5000.0,0.94,1,0,10,1,2026-08-18 10:08:38
TXN10887,1629.94,Bangalore,Samsung S24,Net Banking,9,1500.0,1.09,0,0,3,0,2026-08-18 09:28:45
TXN10888,8918.01,Delhi,Safari macOS,UPI,14,8000.0,1.11,0,0,1,0,2026-08-18 14:17:05
TXN10889,4800.61,Mumbai,Safari macOS,Debit Card,13,8000.0,0.6,0,0,1,0,2026-08-18 13:41:48
TXN10890,973.4,Hyderabad,iPhone 15,Debit Card,8,1500.0,0.65,0,0,1,0,2026-08-18 08:17:54
TXN10891,7619.41,Bangalore,iPhone 15,Net Banking,8,5000.0,1.52,0,0,2,0,2026-08-18 08:34:48
TXN10892,7874.42,Bangalore,Safari macOS,Credit Card,17,8000.0,0.98,0,0,1,0,2026-08-18 17:55:27
TXN10893,10507.0,Pune,Chrome Windows,Debit Card,16,8000.0,1.31,0,0,3,0,2026-08-18 16:10:24
TXN10894,2528.48,Mumbai,Chrome Windows,Debit Card,7,2500.0,1.01,0,0,1,0,2026-08-18 07:21:36
TXN10895,10507.19,London,Android Device,Net Banking,2,3500.0,3.0,1,1,9,1,2026-08-18 02:07:19
TXN10896,2529.93,Pune,Samsung S24,Credit Card,7,2500.0,1.01,0,0,2,0,2026-08-18 07:26:03
TXN10897,11643.58,Delhi,Samsung S24,UPI,9,8000.0,1.46,0,0,1,0,2026-08-18 09:14:40
TXN10898,6507.94,Chennai,Samsung S24,Net Banking,14,8000.0,0.81,0,1,3,0,2026-08-18 14:03:45
TXN10899,1558.8,Chennai,Safari macOS,Credit Card,18,1500.0,1.04,0,1,1,0,2026-08-18 18:07:32
TXN10900,2909.13,Bangalore,Chrome Windows,Net Banking,20,3500.0,0.83,0,0,1,0,2026-08-18 20:21:26
TXN10901,2941.63,Hyderabad,iPhone 15,Net Banking,12,3500.0,0.84,0,0,1,0,2026-08-18 12:38:13
TXN10902,10604.07,Mumbai,Safari macOS,Credit Card,18,12000.0,0.88,0,0,1,0,2026-08-18 18:48:41
TXN10903,2732.3,Pune,Safari macOS,UPI,20,2500.0,1.09,0,0,1,0,2026-08-18 20:20:17
TXN10904,2890.02,Bangalore,iPhone 15,Debit Card,17,3500.0,0.83,0,0,2,0,2026-08-18 17:44:15
TXN10905,8262.61,London,Samsung S24,Debit Card,18,5000.0,1.65,0,1,2,0,2026-08-18 18:28:50
TXN10906,1747.96,Bangalore,Chrome Windows,Credit Card,14,2500.0,0.7,0,0,1,0,2026-08-18 14:20:07
TXN10907,7423.81,Hyderabad,Samsung S24,Net Banking,6,8000.0,0.93,0,0,1,0,2026-08-18 06:07:26
